Formula,Space Group Number,Formation Energy,Volume,Density,Total Magnetization
MgV4(GeO4)4,3,-2.1083648198,254.27601160242403,5.058633287577186,3.5962411
MgV4(OF2)4,3,-2.884778072058823,208.6316558215375,3.534324852364977,6.0255233
MgVSbO4,3,-1.981870459285714,90.15010691518722,4.807620527843863,0.4701738
MgZn2(MoO4)2,3,-2.009839246538462,167.1877071771846,4.717769511778543,2.0000003
MgZn2(Ni2S5)2,3,-0.579175588235293,313.46201453287404,3.764061778579757,6.4e-06
MgZn2(SbO3)4,3,-1.853803592894736,242.72060548270596,5.706760210062467,0.0
MgZn2(WO4)2,3,-2.000076064999999,161.06613992802266,6.709515954476173,1e-07
MgZn2(WO4)2,3,-2.070288811923077,164.07660631190143,6.586410213279577,2.0
MgZn2Te2(MoO6)2,3,-1.832137262017544,279.33581576325764,4.721174579157233,2.0000839
MgZn4(Se2O5)4,3,-1.326266947083333,477.0596423520151,4.307843110651002,0.0
Mn3Nb8FeO24,3,-2.8383605642720298,441.7855379330263,5.066335133025324,18.9999645
Mn6OF11,3,-2.830152862643679,474.2098817592994,3.884152489606679,58.0007951
Mn6OF11,3,-2.8344309631992357,474.2234586597641,3.8840412872804793,58.0012165
Mn6OF11,3,-2.838071187365902,472.65749537813525,3.8969095187159,58.0004079
Mn6OF11,3,-2.782847922643678,437.7675285772967,4.207492270652154,58.0010318
MnAl(WO4)2,3,-2.389250874827585,269.3673025019424,7.121270428323474,2.0000909
MnMoO4,3,-2.051678177155172,140.20865246898404,5.089691637430204,10.0057944
MnNb8(FeO8)3,3,-2.77245769355364,438.54254454109207,5.110668710275774,17.0000053
MnTeMoO6,3,-1.861288453288633,258.97299777045833,4.80227244322216,10.0344686
Na12Mg5Al2Si29O72,3,-3.065595974179598,1261.8592911150818,3.18169708347937,4e-06
Na2CoO3,3,-1.473751827543103,256.01635183775915,3.967161895152164,3.9999707
Na3LiFe4(SiO3)8,3,-2.7315718846867822,442.927595491861,3.403948891918973,20.0045077
Na3LiGa4(SiO3)8,3,-2.862283781436782,432.14754246324776,3.702167860126192,0.0013866
Na3Nb12O31,3,-2.910537854111695,1273.714536884598,4.379974825773681,0.0007095
Na4Al3Fe(SiO3)8,3,-3.050296715137932,423.5886812724996,3.282820934454041,5.0047751
Na4Al3Ge3NO15,3,-2.318953557712201,791.0118487710137,2.707294753136006,1.999999799999999
Na4Al3Ge3NO15,3,-2.222211397904509,789.2222688607178,2.713433607160558,2.0021385
Na4Al3Si3ClO16,3,-2.611670237056193,772.7651441089187,2.357709079053348,2.0047994
Na4Al3Si3H3O14,3,-2.618984051639527,784.045599158792,2.050882043624169,1.999937399999999
Na4Al3Si3NO14,3,-2.85314203982069,730.0371825266033,2.252570256234796,0.002473399999999
Na4MnAl3Si3O16,3,-2.766303603275862,782.5671301163828,2.410868896109782,0.0073101
Na4Sc3In(SiO3)8,3,-3.186593750429598,474.54802525012224,3.325341429262232,0.003671299999999
Na4Sn2Ge5O17,3,-1.989845989304187,788.4167138119867,4.06309068497554,3.994233099999999
Na6MnNi3(SbO6)2,3,-1.840837573175286,275.3143248831556,4.852102410655626,10.9273535
Na7Cr4(PO4)6,3,-2.547152274695421,1027.8200241675152,3.033247058427598,25.9953644
NaCa3Fe(SiO3)8,3,-2.693682453821062,476.6568705982551,2.8139343005751,0.997968299999999
NaCaFe2(SiO3)4,3,-2.866338328818966,458.1403470270946,3.472961650156334,7.9999984
NaFe2(SiO3)4,3,-2.621247903756805,436.0205187547511,3.34388319695594,18.0480365
NaLi3Fe4(SiO3)8,3,-2.745314018284483,435.9453838346126,3.336206174179933,20.0036071
NaNi4F10,3,-2.119927314777781,219.94874379552692,3.380342342328882,9.0008182
Nb2O5,3,-3.034205274693879,1436.934978242596,4.300420662212256,0.0422385
Nb2Pb3O8,3,-2.240965848717949,636.4043538457504,7.32214409629144,0.0007848
NbFeO4,3,-2.446217386666666,272.6843697132779,5.182225780535449,20.0000001
NbSi4Mo,3,-0.444646023333332,255.17947875511825,5.879803585725459,0.031220499999999
NbVSi4,3,-0.460392914999998,249.8404546202924,5.108219621847581,0.0002791
Nd4O3F7,3,-4.030064715,189.35342016135183,6.646903575062905,1.0007821
P2H6N2O5,3,-1.010834694119047,743.9736885020441,1.571368017325594,3.1100000000000004e-05
Rb4MgH12(SeO3)8,3,-1.400894473239796,896.9919675535152,2.580499114206653,2.0
Rb4MgH12(SeO3)8,3,-1.302040213035714,886.5454043871893,2.610906295681855,0.0
ReSbOF10,3,-2.536002920961539,450.2806308328015,3.790679466063219,0.000461999999999
S,3,0.010508631999999,2580.287049595476,1.650829825410852,0.001306799999999
S,3,0.006323890562499,2206.6863212383805,1.930321848917389,0.0
S2N3O8,3,-0.508193797884614,999.8950739589878,1.555392872859475,19.9996178
SiO2,3,-3.260478789117646,1905.0061861454424,1.780707675569273,0.0
SiO2,3,-2.8438057525,147.6418449960055,2.703090782465074,0.0005652
Sr16Fe6Co2Mo8O45,3,-2.426838183051948,1046.863760618497,5.301646637421689,10.000672
Sr2FeMoO6,3,-2.5301048672000013,1288.0407434271197,5.453581839645984,60.0021976
Sr2MnBiPbO6,3,-2.290264262766458,728.7023804063018,6.766599119464753,7.9962493
Sr3LaMn4O12,3,-2.622405912836208,236.2536775117492,5.717861823527237,13.0001067
Sr6Ca2Co5(CuO8)3,3,-1.871011173999999,461.97850431635214,5.302346416779479,17.5136046
Sr6Ca2Fe3Co5O24,3,-2.051587451999999,462.047960491996,5.218520238392138,27.2986001
Sr6Ca2Fe5(CoO8)3,3,-2.11307442825,465.8223096776796,5.154219637335629,29.8338322
Sr6Ca2Mn3Fe5O24,3,-2.300202256344827,470.7678119791319,5.05779734192936,31.8289276
Sr6Ca2Mn5(FeO8)3,3,-2.357224488241379,469.0085080591619,5.07034750716225,29.6035711
SrCa3Mg4(SiO3)8,3,-3.3374064462499997,460.8424313547573,3.292463630562912,0.00224
SrLa3Cr4O12,3,-3.027501246750001,241.99633656676696,6.205251282590264,0.011169499999999
SrLa3Mn2Cr2O12,3,-2.969435579043105,241.9116783512168,6.247811256459133,0.9995432
SrLa3Mn4O12,3,-2.890818365336207,243.8760216557515,6.237550235371224,15.0054817
Ta2FeO6,3,-2.968394870148148,649.0988929137632,7.885522222797616,23.9999964
TaSi4Mo,3,-0.402840210666669,254.533817993702,7.617825718278688,0.073600199999999
TaVSi4,3,-0.428683263444444,249.05488890839533,6.8853455189535335,0.0018949
Tb5Te9,3,-1.245891084107142,2254.260941248374,5.725107979801242,0.0011141
Te3WO12,3,-1.50247408375,223.0264906596795,5.648384628561481,0.0040937
TiCrAgS4,3,-0.9700455049999992,271.41897966726964,4.111183973734471,0.047469399999999
TiCrCuS4,3,-1.113901583333332,237.71325134849704,4.074892184786266,6.0005194
TiCrSi4,3,-0.350294972777779,236.53515416472257,4.469207039343925,0.0013962
TiMnSi4,3,-0.354587313544061,231.1794921494916,4.636138828287938,0.9372615
TiNb2ZnO8,3,-2.9183172786111102,138.404270797047,5.124044194692314,0.0005822
UMo5O16,3,-2.231513562272728,305.3769063478333,5.294764995477753,3.9991724
V2(OF)3,3,-2.594760793125,210.84377853246585,3.25858664163379,2.0032021
V2Co3TePb3O14,3,-1.8119050170289848,2104.7642147287,5.9259445104025215,54.1749942
V3P4WO20,3,-2.455163073520407,334.8479874690347,3.870800319242471,0.9983894
V4(OF3)3,3,-2.921093646875,209.0158915144244,3.358560925844322,5.0002531
V4O5F7,3,-2.716559098125,208.98334604001275,3.311425026372415,3.0014175
V4O7F5,3,-2.500853369375,205.5847667207285,3.317720320930064,0.9940371
V4OF11,3,-3.1196820725,195.4101662934585,3.64337507906625,6.9999996
V5Fe3O16,3,-2.127260332083333,248.05504538171897,4.540251237261919,16.9994865
VCrSi4,3,-0.337930901666663,222.21462426204363,4.826147521512368,0.9784214999999992
VOF2,3,-2.842523504375,197.2775327098728,3.533157752796252,2.0
VSi4Mo,3,-0.424170242222222,238.18986975583425,5.421524632916194,0.0104684
VWO4,3,-2.280978666249999,270.88372638456,7.326159817061155,2.0000996
Y2Ti2O7,3,-3.593970857196969,579.6686380241115,4.417742693327731,0.0028734
YCo(WO4)2,3,-2.411102331250001,304.2311248928817,7.024794350757803,7.999917799999999
YErAl6(BO3)8,3,-3.247983375833333,367.70351071852895,4.012566875331651,0.0011574
YFe6Bi(BO3)8,3,-2.423530485333333,413.7415855896402,4.428581600194498,29.9998473
Zn3Cu(WO4)4,3,-1.958533805416666,276.61439022705554,7.5105972655005235,1.0110633
Zn3TeP2Pb3O14,3,-2.087704986708073,1992.1813654539485,6.158269291081027,0.025353
Zn53Co7,3,-0.053812419083334,808.5288843650425,7.967035962063133,7e-07
Zr24P8H,3,-0.8590879863149351,637.5534024260689,6.350343708529236,0.040782
Zr2TiSnO8,3,-3.255777128194445,146.5332577244963,5.40567165405295,0.0005637
Zr5Ti7O24,3,-3.591828092314815,413.4845808909909,4.719458532579457,0.0003811
ZrCrAgS4,3,-1.185338933095237,286.96536695364017,4.390234812551871,6.0002195
ZrCrCuS4,3,-1.185066812857143,256.3837931828169,4.339774526886309,6.0016604
Ag2HgGeS4,7,-0.463996551354166,384.2992556974872,5.334012673413459,0.000337
Ag3C(NO2)3,7,-0.418777713461538,392.7302669555219,4.005212601417093,0.0020401
AgAu(IO3)4,7,-0.713105557037036,592.8008393345641,5.62725555586381,0.0012862
AgSb3PbS6,7,-0.436201956969695,766.2914635253085,3.782414250961574,0.003565699999999
AgSb3PbS6,7,-0.410641280606059,647.9853930216907,4.472989334701416,0.0025169
AgSb3PbS6,7,-0.443890066060604,656.2685819407493,4.416532852230934,0.080167599999999
AlBi3Sb2O11,7,-2.050862982647059,867.6119532096977,8.217879604130971,0.0002274
AlH12(OF)5,7,-1.840902737391304,392.0266691522157,1.81347193519436,0.098428599999999
AsHPbO4,7,-1.6462676583928562,203.4572089878553,5.66623497800498,0.0011227
B20Te2H9C4,7,0.503751184690835,1115.203685746029,1.573975764219978,5.9984111
Ba2ZnFe2F14,7,-2.8716327284210523,552.672180760827,4.312935647839951,20.0007439
Ba3B6H2O13,7,-2.8824488884375,574.75583084356,3.9688146939151583,0.003961699999999
Ba3HfTa4O15,7,-3.5270832964927523,662.92304444801,7.786420191530909,0.00262
Ba3Ta4TiO15,7,-3.460472078594203,650.4202548218753,7.269128159335929,0.0028893
Ba3TiNb4O15,7,-3.259863379710145,665.9477517782526,5.343388243852074,0.003671299999999
BaLa2WO7,7,-3.290893364545455,668.1858719703329,7.067492565297035,0.0031684
BaSr2UO6,7,-3.5103409544999997,346.055558543128,6.205314519080764,0.000196499999999
BaU2V2O12,7,-3.126558944117661,567.2576560506778,5.3116663548852845,0.0
BaV2(PO7)2,7,-1.902782850488721,548.0184336427634,3.18248651015713,10.1641643
BeH4NF3,7,-1.873601965555555,340.60910732710454,1.638962869344982,0.0004495
Bi13Mo6(AsO14)3,7,-1.830304102070313,2059.9767420123053,6.753673712323261,0.0194631
Ca2Al4(Si2O7)3,7,-3.174699068030303,1014.3246989902916,2.267637551509187,4.000471
Ca2CoIrO6,7,-2.09678702925,459.44491837741606,6.177477420039178,2.22924
Ca2LaRuO6,7,-2.8600853215,272.4086138255952,5.073235945790327,6.0002936
Ca2LaSbO6,7,-3.0998927565,280.69308597767525,5.168300712484886,0.0032419
Ca2LaTaO6,7,-3.592058270233335,273.732235879647,6.017829238395568,0.0
Ca2NdNbO6,7,-3.444371812749999,277.06812400694406,4.954031387811694,0.0013238
Ca2NdRuO6,7,-2.829084382249999,268.65831785907443,5.210023698192301,5.9986252
Ca2NdTaO6,7,-3.5639388009833333,275.7413207056401,6.038256730699713,0.0014425
Ca3B5Cl2O21,7,-1.416210278413979,960.2723275307372,2.010004979529011,10.00547
Ca3B5Cl2O21,7,-1.398404505188172,976.8432934968124,1.97590767412787,6.3518099
Ca3Ga2(FeO5)2,7,-2.314116283529412,445.1295616476261,3.964466782744614,16.0029784
Ca3Mn2(FeO5)2,7,-2.263982702991887,438.7081348448581,3.798647089727028,32.0040581
Ca3Mn2(GaO5)2,7,-2.463843279462475,434.0539045393587,4.051748425577451,12.000085
Ca5Nb4(CoO9)2,7,-2.881040867068965,724.0102643416938,4.48555292715619,0.0067655
Ca8Si4(O5F)3,7,-3.504683962499999,844.0072899519507,2.872283628879075,1.9992686
CaAl2(Si3O10)2,7,-2.588080817586207,918.65213441173,2.105985151274605,16.0055467
CaAl2(Si3O10)2,7,-2.4060696791379312,919.3118553164172,2.1044738442886,12.0029424
CaCoWO6,7,-1.9933265299999992,212.7357731256094,5.914296618213893,2.0002192
CaFeMoO6,7,-2.032575820555555,232.05694442980555,4.119693815348205,8.0007287
CaFeReO6,7,-2.256602484722222,225.11010436043568,5.578547094513931,10.0002146
CaHo(MoO3)2,7,-2.773120962499998,254.54684631756905,6.430677454704038,2.0000906
CaHo(WO3)2,7,-2.694899280499999,258.0637135413393,8.605449294370558,9.999659
CaHoV2O6,7,-3.121268677499999,228.17520832414,5.864009533963236,6.0000331
CaLa3Mn4O10,7,-2.892719701206897,521.8963552885969,5.323311099666399,38.0007931
CaLaMn2O6,7,-2.763323744586206,233.05194843188195,5.484342533018026,14.0006911
CaMnIrO6,7,-1.76091609532567,209.84066873980143,6.065244346728802,4.4633784
CaMnWO6,7,-2.313512528659004,217.40648921202975,5.726205610412711,8.3e-06
CaNiWO6,7,-1.856527274444444,209.08640812266464,6.013715080424015,2e-07
CaPr(CoO3)2,7,-2.231611039166665,226.40549449614835,5.791920036792395,2.0000431
CaPr(MoO3)2,7,-2.731335463166666,264.6889021152627,5.882859044329145,1.9988073
CaYMn2O6,7,-2.758249659086207,225.44230967106668,4.932898665560956,13.9998427
CdCu2GeSe4,7,-0.556639146171874,380.0522568835685,5.4876153780091,0.0012645
Ce2H16S3O20,7,-1.812702355060975,839.9433957123496,2.817341978173169,3.9999998
CeAg(PSe3)2,7,-0.793737951001487,505.5224519748213,5.148537790119447,2.0
Cr4Si2Br2O7,7,-2.339683496166666,916.598079880226,3.883844879186213,63.9979151
Cr4Si2Cl2O7,7,-2.4141481085,897.4650306055162,3.308679091836903,63.9978978
CsCdI3O,7,-0.724882036192528,1044.0832465489596,4.084404858747325,4.0094831
CsFe2P5O16,7,-2.51631894511956,710.1875557742603,3.065128538568775,20.003084
CsGa2P5O16,7,-2.613922915536227,678.8859712198167,3.342234315916522,0.0040365
CsMg(PO3)3,7,-2.806180560196458,2752.1470405771,2.853607041817245,0.0
CsNb2PS10,7,-1.090911665664144,1471.426968547698,3.025985140781723,0.000519199999999
CsNb2PSe10,7,-0.926922851981108,1678.704608986934,4.507854022195043,0.0030777
CsV2P5O16,7,-2.70310503449456,678.3268903976644,3.16108112775943,7.9999996
Cu4H10SO12,7,-1.179274480370369,532.3160604541212,3.046597650866403,4.0006609
Cu4H7SO11,7,-1.023887666793477,522.5301944299983,2.9827467885049237,6.0008462
Fe2Os(CO)12,7,-0.719497716851852,1632.4066059903146,2.59614812832148,0.004270299999999
FeH4C3O5,7,-1.1253517169230771,582.4841489863959,2.005881554594491,15.9999974
FeSi(AgS2)2,7,-0.5978341960416661,336.96253173976845,4.217616311405268,8.0009465
GaBi3Sb2O11,7,-1.88472931867647,885.0562649461477,8.376672008198728,0.0021015
GdB2HO5,7,-2.7959749343981493,431.0986076020843,4.004056647538824,28.0006319
H4C(N2O)4,7,-0.205697212058824,400.349701251252,1.593502010263734,0.0012397
H5CNO2,7,-0.914127954027778,169.21014079703215,1.237594683586001,0.0032259
H6CN6O5,7,-0.421603487083333,412.91003796153575,1.464613258211904,0.0248515
HCN3O,7,-0.228983342708333,412.6570348272783,1.143434830698806,0.0152602
HoMg(CoO3)2,7,-2.150992257499999,211.30084087364057,6.335612831071567,2.0000697
HoMg(MoO3)2,7,-2.629172555499998,242.0197802240363,6.547090072219119,9.9996494
HoV2ZnO6,7,-2.704153009999999,218.53075593435207,6.507769678178,6.0001184
HoZn(CoO3)2,7,-1.879291302499999,211.29126198909265,6.981973132038256,1.999918699999999
HoZn(MoO3)2,7,-2.362216990499999,244.2305452755224,7.046763516131665,10.0007433
InSb3(PO4)6,7,-2.3784556442507,896.438734915583,3.889710155855703,0.0023466
K10NbInAs6,7,-0.445679789398148,1203.1228655755688,2.893533995818605,0.0021173
K2V3P4O17,7,-2.633798982425823,816.8483286021103,2.548825237897949,5.9999442
K3Er(SO4)3,7,-2.462116730749999,1180.0109747977378,3.223902110177969,0.000195
K3LiNb6O15,7,-2.7623239830033333,687.620596314448,4.451469446721003,0.5715897
K4Li3Mn2O8,7,-1.8485401329330624,522.0206288946669,2.640773007999334,9.9991723
K4Li7Mn2O8,7,-1.8128199625331152,543.5634871661266,2.705745390224384,18.0002713
K4U5B2O21,7,-3.122745242885416,1141.093540000788,4.959808847586843,4.0030296
KBa2(PO3)5,7,-2.916897261107143,717.0086000082945,3.282186829299521,0.001674299999999
KH2I3O,7,-1.017849866392856,418.3207661271725,3.475939423413014,0.001606499999999
KMnSn3O8,7,-2.077490016167772,358.89604911819094,5.350071892054451,7.9998278
KNb2PSe10,7,-0.9064438573450252,1603.3015177758623,4.33123369801748,0.003294
KP(HO2)2,7,-2.182736562111607,410.7620467999423,2.200547598308119,0.0005085
LaCrAgO6,7,-1.8774336140740744,280.4127283630651,4.675427191081815,0.007756
LaCrBiO6,7,-2.174740972222222,292.5893964938383,5.62853893910178,5.2800000000000016e-05
LaCrCoO6,7,-2.039968874444445,243.6574152138392,4.713717901228673,8.0003077
LaCrFeO6,7,-2.102783358888888,224.66280803231865,5.066598218656993,10.000166
LaFeBiO6,7,-1.666514395,267.62166714554945,6.201416076143488,0.0035271
LaFeMoO6,7,-2.40167156,240.4976801053112,5.339832416637893,10.0038912
LaFeReO6,7,-2.427076379166666,243.10773336812676,6.515634226261063,7.9994968
LaFeSbO6,7,-2.187706751111111,248.4296708910544,5.5145085562366525,12.0
LaFeTeO6,7,-2.187170042407407,239.59273686126312,5.798851251714601,1.4e-06
LaFeWO6,7,-2.532645078333333,240.9604925543854,6.5410726030330135,1e-06
LaMoBrO4,7,-2.629587624642856,466.8509654349486,5.388651648256424,0.0
LaS2NO8,7,-1.647872846666666,345.38661488035723,3.317719955768346,4.007908
LaTa2NO5,7,-3.199109669129631,484.1320203416701,8.160557713775871,0.0013977
LaTaFeO6,7,-2.786242780259259,247.50431703458463,6.329324427708236,8.0003805
LaTi3(BiO4)3,7,-2.869449423421053,499.7557531557707,7.319515267108986,5.76e-05
LaTiCrO6,7,-2.851319267592592,223.5982829853746,4.972223430271487,1.998804799999999
LaVFeO6,7,-2.375548629444445,232.24078132284347,4.886195126937135,8.0
Li10Zn(PS4)4,7,-1.121298877964668,1267.0269438170965,2.022889493809673,0.0011103
Li10Zn(PS4)4,7,-1.121313861513056,1272.9583116836336,2.013463810634495,0.001114999999999
Li10Zn(PS4)4,7,-1.121468532158217,1237.867029179799,2.070541853529812,0.0
Li10Zn(PS4)4,7,-1.12158388877112,1274.7680079698878,2.01060544114465,0.0011288
Li2AlCoO4,7,-2.341825677708334,173.83521005976473,3.129249704211288,8.0004781
Li2AlFeO4,7,-2.496377974583333,177.23948955619545,3.011279507246878,10.0
Li2AlNiO4,7,-2.213436601458333,171.19129151221554,3.172926595342125,6.0007189
Li2AlVO4,7,-2.706253900208334,178.92550453621968,2.89188921104637,0.0003807
Li2BeSiO4,7,-2.969780010208333,139.31506465589945,2.7408991124406743,0.0
Li2Co(CO3)2,7,-1.934178290378788,482.4567481711918,2.654801473837918,0.0
Li2Co(CO3)2,7,-1.935288755378788,488.5726549877165,2.621568917196423,11.9999159
Li2CoGeO4,7,-2.090388155833333,363.29338110589663,3.829461991818445,0.0001152
Li2CoSiO4,7,-2.511143563333333,342.0618948023334,3.201994317682924,7e-07
Li2Cr(PO3)5,7,-2.611828072603519,627.902191462694,2.436918709381796,5.99907
Li2CrSiO4,7,-2.544501192083333,185.15171439345292,2.833360138914176,8.0008168
Li2CuPO4,7,-2.29163598203869,169.20335582762914,3.383808486039135,0.000417799999999
Li2CuSiO4,7,-2.325726348958333,167.1394340090699,3.368203385887553,2.0218807
Li2Fe(PO3)5,7,-2.530008568255692,638.747540625528,2.415553873057806,9.9997086
Li2Fe2(MoO4)3,7,-2.020776766403509,1012.4400995156192,3.971652688220372,31.9953948
Li2FeBO4,7,-2.310310579479166,152.85200084591247,3.140384280038545,10.0000001
Li2FeGeS4,7,-0.998039937708332,326.74610905534445,2.750678239297048,8.0031329
Li2FeOF3,7,-2.639949047380952,299.96156219616705,3.160335699730022,0.0
Li2FePO5,7,-2.411797729867724,434.6444668304226,2.761389742161436,1e-07
Li2FeSiO4,7,-2.559076867708333,349.10740933364167,3.07861689825854,0.0
Li2FeSnS4,7,-0.999555537708332,352.6980026217996,2.982085165585318,8.0032419
Li2Mg2(WO4)3,7,-2.434332988771929,994.9743599320798,5.380651048569666,1.8700000000000004e-05
Li2Mn3(BO3)4,7,-2.38418280248221,481.55956241938543,2.854690730536425,21.998945
Li2MnOF3,7,-2.740030697085386,303.14533862940647,3.107272244321976,0.0
Li2MnSiO4,7,-2.684745739012212,356.93950365911377,2.994187591704321,2.7e-06
Li2MnSnS4,7,-1.095255814324711,350.46866885516187,2.992459829740632,10.0
Li2Nb(PO4)2,7,-2.712991906996336,304.47915488890425,3.236566986972438,1.9990662
Li2Ni(PO3)5,7,-2.43748463434265,593.5427101670373,2.615462759507011,2.6312443
Li2P2WO8,7,-2.533854144304029,304.4415576442518,4.22893920216323,3.9998724
Li2Si2NiO6,7,-2.656881666742424,512.0708692457019,2.915176173851079,2.01e-05
Li2SiNiO4,7,-2.445752742708333,339.1030575386933,3.225236291083071,0.0
Li2Sn(BO3)2,7,-2.46593096,474.9490174838123,3.499189418441305,0.0003746
Li2Ti(PO3)5,7,-2.706944250574534,646.4801743593797,2.34567678091623,2.0905682
Li2U(WO5)2,7,-2.604790827444445,784.7599885414957,6.598354746361507,0.0025707
Li2V(OF)2,7,-2.767386890238094,292.7734048116092,3.058643844311708,3.9999455999999993
Li2V(PO3)5,7,-2.641118952168736,644.2042104658059,2.369814050010824,4.0000719
Li2V(PO4)2,7,-2.638572752380952,284.0555582877031,2.97863749156906,1.9997532999999992
Li2V3SnO8,7,-2.37053711297619,313.1599636098301,4.384253149900227,9e-07
Li2VBO4,7,-2.525313532604166,153.8503897763335,3.014156250607889,4.0007052
Li2VOF3,7,-2.967783838809524,149.8976658606296,3.053447880750065,3.9998917
Li2VOF5,7,-2.912749328518519,204.5965744737708,2.853884892842377,7.49e-05
Li2VSiO4,7,-2.593364523333333,177.2166899756812,2.9404627650266333,6.0011851
Li2ZnGeO4,7,-2.225629343333333,181.59026295780683,3.94908702764043,0.000679799999999
Li2ZnSnS4,7,-1.149664108333332,352.33512162435875,3.075305884410742,8.99e-05
Li3Co2(SiO4)2,7,-2.402701444,353.3451012168125,3.034508293557649,14.0000076
Li3Co2(SiO4)2,7,-2.40181586,351.3234014618277,3.051970451353168,14.0002345
Li3Co2(SiO4)2,7,-2.398632564333333,346.7220654661231,3.092473040874717,13.9999628
Li3Co2(SiO4)2,7,-2.349982412333333,357.07801558478127,3.002785367154043,13.9999989
Li3Co2(SiO4)2,7,-2.400666060666667,344.2529794692521,3.114653188429858,13.9999605
Li3Co4(BO3)4,7,-2.173228872681159,471.517229223069,3.463885267139042,26.0000281
Li3Cu(PO4)2,7,-2.34340052887755,340.74396635011925,2.6735929560693,4.0004037
Li3Fe(MoO4)3,7,-2.087210471973685,983.7057134946951,3.757457522250345,19.9996239
Li3Fe(PO4)2,7,-2.5472732260204083,684.0284256752253,2.588883772422119,20.0007159
Li3Fe(PO4)2,7,-2.542055419056122,692.057078187114,2.5588497638734413,20.0008272
Li3Fe2(BO4)2,7,-2.160867287888889,374.5294435032732,2.501743065033961,17.9986152
Li3Fe2(CO4)2,7,-1.934322797999999,389.1468952592219,2.428247647147969,2.0
Li3Fe2(SiO4)2,7,-2.518497882999999,359.00255276057,2.929551219822918,2.0
Li3Fe2(SiO4)2,7,-2.494050410999999,383.6939594730404,2.741029251030379,17.999305
Li3Fe2(SiO4)2,7,-2.484156116,366.01175369012,2.873449706890271,18.0001761
Li3Fe2(SiO4)2,7,-2.499411177,351.59319618183497,2.991287595381534,17.9999748
Li3Fe2(SiO4)2,7,-2.482973830666666,363.7808468859432,2.89107130120299,18.0002531
Li3Fe3(BO3)4,7,-2.317873538030303,469.8565817256448,2.9940868816831223,30.0013992
Li3Fe4(BO3)4,7,-2.297484550724637,486.6959439309563,3.271564219552366,34.0000371
Li3Fe4(BO3)4,7,-2.300950066594203,486.9817267786674,3.269644318069988,33.9999991
Li3Fe4(P2O7)4,7,-2.374534880747508,1034.9169503565909,3.016410854316673,32.0001218
Li3Mn(CO3)4,7,-1.852957569896552,967.1075450826152,2.168911487828027,8.0519643
Li3Mn2(P2O7)2,7,-2.589696665953631,1081.691680881776,2.938768333759425,36.0000006
Li3Mn2(P2O7)2,7,-2.572625405192761,1072.2557115524044,2.964629821429502,14.0000001
Li3Mn2(PO4)3,7,-2.501385330489533,922.9066907102396,2.991166592629598,15.9999981
Li3Mn2(SiO4)2,7,-2.592644660057471,361.5426756593065,2.8923064963652223,17.9986183
Li3Mn2(SiO4)2,7,-2.589079783724137,359.34321183157164,2.910009692941701,17.999207
Li3Mn2(SiO4)2,7,-2.593108932724139,359.24131946743967,2.9108350650556343,17.9974971
Li3Mn3(BO3)4,7,-2.423079560929989,466.358576089834,2.997168475128654,24.0024119
Li3Mn3(PO4)4,7,-2.5111415735524822,580.9558455182759,3.232852718017791,24.0074154
Li3Mn4(BO3)4,7,-2.461290566016991,498.5656857286488,3.169509670492337,38.0002972
Li3Mn4(P2O7)4,7,-2.130024578927139,1052.0641275705734,2.9557955329962957,4.7e-05
Li3Si2(NiO4)2,7,-2.301493217999999,344.636748520493,3.10656332751706,9.9998678
Li3Si2(NiO4)2,7,-2.297724281666666,345.7594247049173,3.096476358329782,9.9999335
Li3Si2Bi3O10,7,-2.348376563888889,486.0921105182915,5.902536397255522,0.0062109
Li3V(H4O3)4,7,-1.575718971406249,583.064568649508,1.594193527403078,0.0018195
Li3VOF5,7,-3.032438854,412.5655170983534,2.942304439834428,3.6800000000000014e-05
Li4Co2OF7,7,-2.640621181309524,302.22817348482187,3.237459367184062,2.0007025
Li4Cu(PO4)2,7,-2.465980925174602,335.404266282002,2.7848848851373638,1.9992832999999992
Li4Fe3(BO3)4,7,-2.36251449173913,467.28719161453625,3.059880639996744,28.0004084
Li4Mn3(BO3)4,7,-2.473443224730135,473.0577667321233,3.003453120534926,26.0021059
Li4Zn(PS4)2,7,-1.061344245257936,2531.723006078511,2.159936675083474,0.0003157
Li5Bi2(BO3)4,7,-2.399995397536233,533.9231482218856,4.278852284714972,1.6145249
Li5Co2(SiO5)2,7,-2.241843343245614,431.5027140670097,2.837994575287732,10.0004675
Li5Cu(PO4)2,7,-2.519766820684523,337.2830158754866,2.837717376362674,7.230000000000002e-05
Li5Cu(PO4)2,7,-2.520201857872024,330.74516993528965,2.893810588644833,0.000214499999999
Li5Fe2(BO4)2,7,-2.273533304705882,369.3896499183059,2.661362181636227,17.9991292
Li5Fe3(BO3)4,7,-2.377615975347222,474.9344284865036,3.059147846771857,26.0000127
Li5Mn3(BO3)4,7,-2.496018831546934,476.7365429899224,3.028629649307043,28.0003318
Li5NiOF5,7,-2.766606715555556,531.6457332602569,2.553559658623577,2.14e-05
Li5V4(PO4)6,7,-2.705903194859585,932.3318095219232,2.8792589481521302,13.9999999
Li5V4(PO4)6,7,-2.709273928064712,923.5415253374076,2.906663784535443,14.0000001
Li6Mn2O5F2,7,-2.328707707724138,293.8597080385213,3.045954670201,0.0
